;date;header;summary;link;protocol;domain;path;query;fragment;host_name;ip_address;CountryCode;CountryName;State;City;Longitude;Latitude;Asn;edges;Type;AdditionalData;IpAddress;header_context_true;summary_context_true
0;2020-12-15;Guidance on the Essential Critical Infrastructure ... - CISA;Dec 16, 2020 — infrastructure resilience was undoubtedly enhanced by a common ... Workers who support weather disaster and natural hazard mitigation ... Workers supporting communications systems, information technology, and work from home solutions ... Software as a Service businesses that enable remote working,.;https://www.cisa.gov/sites/default/files/publications/ECIW_4.0_Guidance_on_Essential_Critical_Infrastructure_Workers_Final3_508_0.pdf;https;www.cisa.gov;/sites/default/files/publications/ECIW_4.0_Guidance_on_Essential_Critical_Infrastructure_Workers_Final3_508_0.pdf;;;cisa.gov;23.6.147.122;US;United States;Illinois;Prospect Heights;-87.92555236816406;42.06269073486328;16625.0;set();geolocation;{};23.6.147.122;Guidance on the Essential Critical Infrastructure ... - CISA;Dec 16, 2020 — infrastructure resilience was undoubtedly enhanced by a common ... Workers who support weather disaster and natural hazard mitigation ... Workers supporting communications systems, information technology, and work from home solutions ... Software as a Service businesses that enable remote working,.
1;2020-12-15;Data Analyst - MCS Group;"Dec 15, 2020 — Preserves assets by implementing disaster recovery and back-up ... Market leading salary; Fully remote working; Unlimited holidays; Greenfield ...";https://www.mcsgroup.jobs/it-digital/data-analyst/905964_1608065508/data-analyst-greater-belfast;https;www.mcsgroup.jobs;/it-digital/data-analyst/905964_1608065508/data-analyst-greater-belfast;;;mcsgroup.jobs;52.178.188.85;IE;Ireland;Leinster;Dublin;-6.243330001831055;53.35388946533203;8075.0;set();geolocation;{};52.178.188.85;Data Analyst - MCS Group;"Dec 15, 2020 — Preserves assets by implementing disaster recovery and back-up ... Market leading salary; Fully remote working; Unlimited holidays; Greenfield ..."
2;2020-12-15;Perceptions of flexible work arrangements in selected African ...;by SO Atiku;https://sajbm.org/index.php/sajbm/article/download/2285/1685;https;sajbm.org;/index.php/sajbm/article/download/2285/1685;;;sajbm.org;129.232.249.21;ZA;South Africa;Gauteng;Johannesburg;28.0563907623291;-26.199169158935547;37153.0;set();geolocation;{};129.232.249.21;Perceptions of flexible work arrangements in selected African ...;by SO Atiku
3;2020-12-15;Covid-19 and disruption of the digital economy - Pathways for ...;by K Banga;https://pathwayscommission.bsg.ox.ac.uk/sites/default/files/2020-12/covid-19_and_disruption_of_the_digital_economy_16dec20.pdf;https;pathwayscommission.bsg.ox.ac.uk;/sites/default/files/2020-12/covid-19_and_disruption_of_the_digital_economy_16dec20.pdf;;;ox.ac.uk;129.67.240.32;GB;United Kingdom;England;Oxford;-1.2755600214004517;51.75;786.0;set();geolocation;{};129.67.240.32;Covid-19 and disruption of the digital economy - Pathways for ...;by K Banga
4;2020-12-15;Which industries are growing and how can we bring everyone ...;Dec 16, 2020 — And he adds that his resilience has improved though the Grid for Good ... UK by 2025, particularly in software development, data analysis and cyber security. ... says that as people continue to work from home there are greater ...;https://www.catch-22.org.uk/news/which-industries-are-growing-and-how-can-we-bring-everyone-in-on-these-opportunities/;https;www.catch-22.org.uk;/news/which-industries-are-growing-and-how-can-we-bring-everyone-in-on-these-opportunities/;;;catch-22.org.uk;52.17.175.133;IE;Ireland;Leinster;Dublin;-6.243330001831055;53.35388946533203;16509.0;set();geolocation;{};52.17.175.133;Which industries are growing and how can we bring everyone ...;Dec 16, 2020 — And he adds that his resilience has improved though the Grid for Good ... UK by 2025, particularly in software development, data analysis and cyber security. ... says that as people continue to work from home there are greater ...
5;2020-12-15;Paige Erickson: Is project management keeping work siloed? -;Dec 16, 2020 — ... Digital Transformation, Disaster Recovery and Business Continuity ... R&D, Rapid App Development, Remote Working, Research, Retail, Retail Tech ... Software Development, Software News, Space, Speech Recognition ...;https://uktechnews.co.uk/2020/12/16/paige-erickson-is-project-management-keeping-work-siloed/;https;uktechnews.co.uk;/2020/12/16/paige-erickson-is-project-management-keeping-work-siloed/;;;uktechnews.co.uk;172.67.159.16;US;United States;California;San Francisco;-122.39286041259766;37.76784896850586;13335.0;set();geolocation;{};172.67.159.16;Paige Erickson: Is project management keeping work siloed? -;Dec 16, 2020 — ... Digital Transformation, Disaster Recovery and Business Continuity ... R&D, Rapid App Development, Remote Working, Research, Retail, Retail Tech ... Software Development, Software News, Space, Speech Recognition ...
6;2020-12-15;WILD goes to KSA - Love That Design;Dec 15, 2020 — Claire McDonald. Resilience Senior Manager at The Red Sea Development Company. Hanadi Alzahrani. Hospitality Senior Manager at The ...;https://www.lovethatdesign.com/article/wild-goes-to-ksa/;https;www.lovethatdesign.com;/article/wild-goes-to-ksa/;;;lovethatdesign.com;3.10.86.79;GB;United Kingdom;England;Blackheath;0.0;51.5122184753418;16509.0;set();geolocation;{};3.10.86.79;WILD goes to KSA - Love That Design;Dec 15, 2020 — Claire McDonald. Resilience Senior Manager at The Red Sea Development Company. Hanadi Alzahrani. Hospitality Senior Manager at The ...
7;2020-12-15;Distinguished Alumnus Award Announced for 2020 – The ...;Dec 15, 2020 — ... Sharma Director Director IIT Kharagpur Disaster Disaster Informatics Disaster ... remote healthcare remote monitoring remote working renewable renewable ... Park research scholar research scholars Resilience respiratory reunion ... women shoppers work from home workshop World Environment Day ...;https://kgpchronicle.iitkgp.ac.in/distinguished-alumnus-award-announced-for-2020/;https;kgpchronicle.iitkgp.ac.in;/distinguished-alumnus-award-announced-for-2020/;;;iitkgp.ac.in;203.110.242.133;IN;India;West Bengal;Kharagpur;87.31809997558594;22.330400466918945;55847.0;set();geolocation;{};203.110.242.133;Distinguished Alumnus Award Announced for 2020 – The ...;Dec 15, 2020 — ... Sharma Director Director IIT Kharagpur Disaster Disaster Informatics Disaster ... remote healthcare remote monitoring remote working renewable renewable ... Park research scholar research scholars Resilience respiratory reunion ... women shoppers work from home workshop World Environment Day ...
8;2020-12-15;video conferencing | Welcome to the Video Conferencing Hub ...;79% work from home, but go into the office once a week. ... design thinking and agile software development scrums for developers – both which take advantage ...;https://blog.webex.com/tag/video-conferencing/page/3/;https;blog.webex.com;/tag/video-conferencing/page/3/;;;webex.com;35.190.61.183;US;United States;Missouri;Kansas City;-94.53961181640625;39.10771179199219;15169.0;set();geolocation;{};35.190.61.183;video conferencing | Welcome to the Video Conferencing Hub ...;79% work from home, but go into the office once a week. ... design thinking and agile software development scrums for developers – both which take advantage ...
9;2020-12-15;Jefferies - Stifel;Dec 16, 2020 — global, and talented team of scientists, software engineers, and subject matter experts who not ... Although we have disaster recovery plans, carry business ... Work-from-home and other measures introduced to mitigate the spread of the ... amortization of software development costs and integration costs.;https://www.stifel.com/prospectusfiles/PD_4310.pdf;https;www.stifel.com;/prospectusfiles/PD_4310.pdf;;;stifel.com;8.26.184.110;US;United States;Missouri;Clayton;-90.18966674804688;38.63555145263672;26471.0;set();geolocation;{};8.26.184.110;Jefferies - Stifel;Dec 16, 2020 — global, and talented team of scientists, software engineers, and subject matter experts who not ... Although we have disaster recovery plans, carry business ... Work-from-home and other measures introduced to mitigate the spread of the ... amortization of software development costs and integration costs.
